RawText,Polarity,ReviewScore
선크림인데 메이크업 베이스 같아서 활용성이 높아요.  톤 보정도 되고 발림성도 좋고 저자극 제품이라 더 좋은데 가격만 저렴하면 더 좋을 듯 합니다.,긍정,5
화사한 생얼로 만들어 줍니다. 오후 쯤에 약간 시리긴 하네요. 눈주변도 다 발랐으니 나중엔 좀 피해서 바르면 될 것 같기도 해요. 세일도 해서 가격도 좋았는데 사은품도 많이 줘서 너무 좋아요.,긍정,5
하얀 썬크림만 쓰다가 ㅇㅇㅇ 구매해서 써봅니다. 분홍빛이 도는 화사한 톤으로 만들어준다고 합니다. 촉촉하고 산뜻한 느낌이 들어요. 끈적이지 않아서 여름에 좋을거같단 생각을 해봅니다.,긍정,4
피부가 민감한 편이라 다른 제품은 안맞는데 ㅇㅇㅇ크림은 피부에 잘 맞아서 좋아 계속 사용하고 있어요. 자연스럽게 피부가 맑아 보이는 점이 가장 마음에 들어 흡족합니다.,긍정,5
항상 이 제품만 사용해요. 발림성 좋고 끈적거림은 덜하네요. 촉촉하구요. 백탁이 조금 있어 톤업도 되어 좋습니다.,긍정,5
유통기한 정말 맘에 들어요. 제형은 꾸덕하지 않고 데일리하게 가볍게 쓰기 좋네요.  이제품이 최근에 나온 신제품으로 천연성분들이 많이 함유되어진 순한기능성 썬크림이라 추천한다해서 구매하게 됐습니다. 향도 거부감없고 약간의 백탁은 있지만 과하게 쓰지만않으면 가벼운정도의 백탁이라 피부베이스가 좀 환해보여서 전 개인적으로 좋네요. 가격도 몰 중에서 가장 저렴하네요.,긍정,5
계속 쓰던 제품인데 눈도 안시리고 얼굴도 안당기고 건성에 딱인 제품이에요. 거기다 배송도 빠르고 중복 쿠폰으로 저렴히 잘샀습니다. 용량이 작아 금방 쓰는 단점은 있지만 그래도 좋아요.,긍정,5
선크림 저렴하게 구입해서 좋아요. 배송 빠릅니다. 포장 잘해서 보내셨고 사은품으로 마스크팩도 보내주셔서 감사합니다. 선크림은 제형이 묽은 편이라 잘 흔들어서 바르니 흡수도 빠르네요. 목이랑 팔에 열심히 바르려고 합니다.,긍정,4
무겁지 않고 백탁현상도 없어서 용량대로 바를수 있어서 좋습니다. 선크림은 일년 내내 쓰는 제품이라 넉넉히 주문했습니다.,긍정,5
항상쓰던제품이라 고민없이 샀어요. 저렴한 가격에 잘 샀어요. 이 제품은 바르고 나면 보들보들하고 기름기가 없어서 너무 좋습니다. 저처럼 기름기 없으신거 찾으신분들에게 추천해드려요. 그리고 배송은 주문한 다음날 태풍이온대서 태풍 지나고 배송해달라고 요청드렸는데 태풍지나고 바로 올 수 있게 보내주셨네요. 만족해요.,긍정,5
남편이 유분기 있는 제품 싫어하는데 데일리로 쓸 산뜻한거 찾아서 샀어요.  가볍게 바르기 좋습니다. 끈적이지도 않고 제형이 로션 같아요. 쉽게 잘 발리니 매일 잘 바르고 다녀 좋습니다. 근데 유통기한이 짧은게 와서 담엔 유통기한이 길었으면 합니다. 재구매하려구요.,긍정,5
끈적이지 않고 제형이 로션같아서 매일 바르기 좋네요.  가격도 저렴해서 막 써요. 남자들 유분기 있으면 바르기 싫어하는데 이건 유분기가 덜해서 잘 바르고 다닙니다. 가볍고 좋네요.  다 쓰고 또 재구매하려구요.,긍정,5
"계속 사용하는 제품입니다. 온 가족이 사용 하기도 좋고 들뜨지 않고 끈적이지 않고 지속력이 딱 좋아요.. 지금은 신랑도 꾸준히 잘 사용하고 있습니다. 땀이 워낙 많은사람이라 선크림 흘러내릴까 적정했는데, 여러 선크림을 사봤지만 ㅇㅇㅇ 제품만 한게  없습니다. 보송보송 백탁현상 없어요. 자연스러운 피부톤 피부를 지켜주는 ㅇㅇㅇ만족합니다.",긍정,5
햇살이 따가워 선크림을 많이 사용하게 돼서 구매했는데요. 번들거리지 않고 마무리감도 산뜻해서 좋습니다. 유통기한이 짧은게 와서 아쉽지만 다음엔 긴걸로 보내주시길 ...,무반응,5
백탁현상이 없는게 가장 좋습니다. 뷰라벨 선정 이후 이 제품이 믿음이 가서 이것만 써요. 가격에 비해 품질 아주 좋습니다.  화장 전 발라도 빨리 스며들고 촉촉하고 산뜻합니다.,긍정,5
"눈이 시리지 않고 순해서 좋습니다.  이전에 타사제품을 썼는데 눈이 시리고 시력이 떨어져 쓸 수가 없어서 버렸었는데, 이 제품은 가격이 넘 착해서 계속 쓸것 같습니다.",긍정,5
쓰고 재구매 합니다. 로션 같은 제형이라 끈끈하지도 않고 피부에 잘 흡수됩니다. 데일리로 사용하기에 적합합니다.,긍정,5
계속 쓰고 있는 제품이에요. 바른 듯 안 바른 듯 가벼운 제품이라 메이크업을 해도 밀리지 않습니다. 여름에 사용하기도 적당히 좋은 제품입니다.  유효기한도 넉넉하고 배송도 빠르고 좋습니다.,긍정,5
물처럼 묽은 제형입니다. 손등에 발라봤을때 발림성도 좋고 좀 하얘지는가 싶다가 두드리면 금방 스며들면서 자연스럽게 톤업되는 느낌이라 좋아요.,무반응,5
배송도 빠릅니다. 눈 시림이 고민이신 분들에게 추천합니다. 끈적이지 않고 뽀송뽀송하고 바르자 마자 얼마 안 지나서 바른 느낌도 나지 않습니다. 자외선 차단효과도 좋습니다.,긍정,5
향이 나쁘지 않고 발림성이 좋아요 효과는 좀 더 사용을 해봐야지 알겠지만 후기가 좋으면 이걸로 바꾸려고 해요,긍정,5
좀 건조한 느낌이 듭니다. 얼굴에 크림 바른 뒤 바로 바르면 잘 발려요. 처음에는 백탁현상이 없었는데 어느 날 발랐다가 하얗게 떠서 놀랐어요. 집에서는 몰랐는데 밖에서 보니 허옇게 흡수가 안되어서 손으로 문질러도 안 없어지더라고요. 그 뒤로 다신 안 바르고 있어요. 자극 없고 자외선에 대한 물리적 차단은 잘 되는 느낌입니다. 온가족이 쓸 수 없어 아쉽습니다.,무반응,5
OOO OO 선크림은 처음 써봅니다. 일단 배송 빨라서 좋습니다. 용기도 디자인도 예뻐서 마음에 듭니다. 한 손에 잡히는 크기라서 들고 다니기 좋습니다. 가격대비 양도 많이 들어요. 후기도 괜찮길래 믿고 구매했어요. 직접 발라보니 얼굴이나 팔 모두 산뜻한 느낌입니다. 제형의 묽기도 괜찮아요. 사계절 내내 사용해야 하는 선크림인 만큼 효과가 좋으면 사계절 내내 사용하겠습니다. 감사해요.,긍정,4
ㅇㅇㅇ 선크림은  번들거림과 끈적임이 없고 백탁현상 없이 가볍고 뽀송뽀송합니다. 자외선 차단 효과도 좋습니다.,긍정,5
배송이 빠르네요. 오랫동안 써온 제품이에요. 세일할 때마다 여러개씩 사둬요. 마감이 뽀송하고 백탁 없고 발림이 좋고 눈시림도 없어요. 그런데 요즘 얼굴이 건조해졌는지 겨울에 바르면 당기네요. 지성분에게 추천합니다.,무반응,5
TV에 광고 나오는 것 보고 샀는데 촉촉하니 흡수도 빠르고 좋아요. 앞으로 썬크림은 이 제품을 써야겠어요.,긍정,5
"발림성 가벼워서 좋습니다. 백탁 전혀 없습니다  요즘 자외선 차단, 기미관리에 신경을 쓰는데 효과 기대하며 이 제품으로 정착하려 합니다  세네배 가격의 비슷한 제형의 선크림도 써봤지만 이 제품이 저한테 잘 맞아 좋습니다. 조건없는 무료배송에 꼼꼼한 포장까지 만족하며 추가 구매할께요.",긍정,5
너무 수분감이 많고 제형이 묽고 발랐을 때 바로 증발돼 버려서 당기는느낌이에요. 크림처럼 유분감 있는 재품이랑 섞어서 발라야 할 듯 합니다.,부정,3
"OOO이랑 같이 구매했는데, OOO보다 자극도 덜하고, 밀림도 없어서 사용하기 좋아요. 유분기가 없어서, 지성 피부에도 부담 없을 듯합니다. 덧발라보지는 않았지만 수정할 땐 수분크림 바르고 바르는 게 나을 듯 하네요. 양은 많이 아쉽지만, 재구매할 계획입니다.",긍정,4
옷이나 마스크에 묻어 나지 않습니다. 그리고 명품 선크림 다 써봤는데 눈이 따가워서 사용하다가 중단했어요. 이 제품은 눈 따가움이 없습니다.  아이도 이것만 사용합니다. 약간 건조해지는 느낌은 있습니다. 보습은 부족하지만 잘 사용하겠습니다.,무반응,4
예전부터 계속 사용하고 있어요. 발림성 좋고 효과는 말할 것도 없이 만족스러워요. 그리고 배송도 빠르고 모든 부분에서 좋습니다. 정말 만족스럽습니다.,긍정,5
지인이 좋다고 해서 주문했습니다. 가격대비 그냥 무난해요. 백탁현상이 조금 있습니다. 비싸더라도 품질이 더 좋은 거 다시 사야 될 것 같아요. 몸에도 바르기는 좋습니다.,부정,3
용량이 작지만 이 정도 가격이면 부담 없고 성분이 안전하다고 해서 믿고 써보려고 구매 해 봤어요. 발림성도 좋고 백탁현상도 없으며 끈적거리지도 않습니다. 향이 강해서 제 취향은 아니지만 제품이 좋아서 꾸준히 사용하려고 합니다.,무반응,4
"보송한 느낌이 좋아요. 지인 추천으로 구매해 써봤는데, 발림이 좋습니다. 근데 커버력은 아쉬운 제품이네요. 커버력을 기대하시는 분은 별로 일 듯합니다. 끈적임을 싫어하시는 분은 잘 맞을 듯하네요. 사용기간이 좀 짧아요.",무반응,4
"○○○에서 보고 사본 건데 괜찮네요. 효능은 ○○○ 선정 때 봤고 발림성도 정말 좋고 느낌도 좋네요. 백탁현상도 없고 바를 때도 미끌거리지도 않네요. 트러블도 전혀 없고 가격도 착하고 팔, 다리에도 실컷 바릅니다.",긍정,5
주위에서 좋은 선크림이라 해서 사봤는데 바를 때 밀림 없고 제형이 묽어서 발림도 좋습니다. 바르고 나면 너무 매트해서 건성피부에는 제품이 잘 안 맞는 것 같습니다..,무반응,4
방송에서 소개된 직후에 바로 주문해서 인지 매진이라 오래 기다려서 겨우 받았습니다. 가격도 조금 올라서 더 비싸게 샀어요. 촉촉함은 기대한 것 만큼 좋지 않아요. 백탁도 있고요. 그래도 부담 없이 그냥 쓰려고 합니다.,부정,4
"선크림 저렴한 가격으로 구매했습니다.  발림성도 좋지만, 양은 생각보다 적네요.  많이 파십시요.",무반응,5
OOO보고 구매하고 싶었는데 품절이거나 너무 비싸길래 보류했다가 이번에 저렴하게 구매했어요.  써 봤더니 발림성도 좋고 피부에 뽀송하게 흡수됩니다.   생각보다 양이 작아서 실망했는데 막상 가지고 다니기에 편해서  더욱 맘에 드네요.  배송도 빨랐고 유명한 제품들 많이 써봤는데 성분도 안심되고 저렴하고  수부지인 제 피부엔 딱 맞네요.,긍정,4
저렴한 가격에 좋은 제품 구매해서 좋습니다. 몇 개는 선물했는데 만족하더라고요. 가격이 비싸다고 좋은 제품은 아닌 것 같네요. 발림성도 이 정도면 만족스러워요.,긍정,4
여름에 땀 많이 날 때 바르면 보송해서 너무 좋습니다. 빨리 흡수되어 땀으로 흘려 내리지 않고 바로 흡수되어서 좋아요. 추천해요. 사길 잘한 것 같아요.,긍정,5
발색이 은은하고 발림성도 촉촉해서 맘에 듭니다. 뚜껑도 딸깍하고 닫힙니다. 이 립밤으로 정착할 듯 싶습니다.,긍정,5
발림성이 좋지 않고 건조합니다. 붉게 발색 되는데 자연스럽지 않네요. 피부가 오히려 칙칙해 보입니다.,부정,5
은은한 색상이라서 좀 더 진했으면 하는 아쉬움이 있어요.  발림성 좋고 민트향이 나서 좋아요.,무반응,5
쓰던 무색도 떨어지고 아들도 겨울이라 하나 주려고  OOO 색으로 구입했어요. 부드럽게 발라지고 촉촉해요. 날씨가 건조해지면 꼭 필요한 제품입니다.,긍정,5
단단한 제형인데 바르면 촉촉해서 좋습니다. 보라빛인데 제가 쿨톤에 입술이 붉은 편이라 색이 드러나서 좋아요. 그전에 OOO 립밤 썼는데 느낌은 비슷한데 이 제품이 덜 끈적여서 좋습니다. 악건성이라 OO도 쓰는데 OO 안쓰고 이걸로 충분합니다.,긍정,5
발림성은 부드럽지 않고 촉촉함도 아쉽고 지속력도 짧아서 아쉬워요.,부정,5
주변에서 좋다고 추천하길래 구매해 봤습니다. 선물도 하려고 여러 개 구매했어요. 그런데 뚜껑이 자꾸 열려서 가지고 다니기 불편하네요. 꽃향을 좋아하는데 향도 제 취향이 아니네요. 가격대비 별로인 거 같아요. 추천하지 않습니다.,부정,5
OOO 립밤은 처음 써보는데 보습력도 좋고 발색도 과하지 않고 괜찮은 듯합니다. OO랑 OO로 두개 구매했는데 집에서 바를 용도로 발색 안되는 것도 하나 더 구매할까 합니다.,긍정,4
"립밤1호, 립밤2호 두 개 샀습니다. 립밤1호를 먼저 쓰고 있는데 품질에 만족합니다. 립밤2호도 발색만 다르고 보습 효과는 비슷할듯해요.",무반응,4
이 브랜드는 안 좋은 제품이 없는 것 같습니다. 촉촉하고 끈적이지 않아 머리카락이 붙지도 않고 발림성이 부드럽고 자극도 없습니다. 구성품인 클렌징폼도 좋습니다.,긍정,5
다른 화장품 구입 후 사은품으로 받아서 쓰고 좋아서 또 구입했습니다. 발색도 있어서 이것만 발라도 괜찮습니다. 저렴한 가격에 여러 개 구입했습니다.,긍정,5
처음 사용하는 건데 생각보다 부드럽게 발리고 보습력도 괜찮은 것 같습니다. 발색도 자연스럽습니다.,긍정,4
처음 사용한 제품입니다. 비싼 가격에 구입한 것 같습니다. 배송 받자마자 사용했는데 색상이 너무 튀어 자연스럽지 않고 바르면 건조하네요.,부정,5
붉은 색상이 예쁘지 않네요. 발색이 자연스럽지 않고 건조합니다. 마스크 써서 그냥 안 바릅니다.,부정,5
색이 튀어서 별로고 촉촉하지 않아서 입술이 건조해집니다. 한 번 쓰고 안 쓸 것 같아요.,부정,5
보습은 좋습니다. 여성스러운 느낌이 드는 연한 파스텔 색감이 예쁘네요. 향이 별로 없어 좋아요. 자기 전 입술에 바르고 자면 아침까지 촉촉해서 좋습니다.,긍정,5
처음 구매한 제품이네요. 기대하며 색상별로 다 샀는데 건조하고 색도 안 예뻐서 구매가 후회됩니다.,부정,5
싼 가격에 잘 구매했어요. 처음에는 선물 받았는데 너무 좋아서 다 쓰고 구매하게 되었어요. 마침 OOO에서 행사해서 여러 개를 저렴한 가격으로 구매했어요. 향도 은은하게 좋고 발림성도 좋고 색상도 마음에 들어요. 지속력은 길지 않아 자주 샤용하게 되네요.,긍정,5
모임에서 추천 받아 구매 했어요. 사용감이 끈적이고 번들거리는 듯해서 아쉬운 듯합니다. 발색이 밝은 편이라 살짝 부담스러워요.,부정,5
매장 가격보다 비쌌고 향도 안 좋네요. 생기도 없어 보이고 건조합니다. 향이 너무 진해서 선물하기에는 좋지 않은 것 같아요. 세 개 구매했는데 그냥 아이들 쓰라고 줬습니다. 세 번이나 구매 취소 될 때 알아보고 구매하지 말 걸 그랬습니다.,부정,5
선물 받아서 한 번 쓰고 나니 입술도 건조해지고 색상도 별로예요. 그래서 다른 상품 구매하려구요.,부정,5
제품 디자인도 안 좋고 색도 너무 발색이 빨개서 아쉽습니다. 입술도 건조해집니다. 배송도 느려서 만족스럽지 않습니다.,부정,4
바르니 입술에 은은하게 생기가 도네요. 거울 안보고 그냥 편하게 바르기 좋습니다. 립밤이 겨울엔 필수인데 색도 예쁘게 발색 되어서 늘 사용합니다.,긍정,5
발림은 부드러워 괜찮은데 보습력은 좋지 않네요. 오랫동안 촉촉하지 않아 건조하신 분은 잘 안 맞을 듯하네요.,부정,5
용량이 너무 작습니다. 건조합니다. 색도 오래 안 갑니다. 립스틱 바르고 덧바르기 불편하네요. 아이들 사주려고 했는데 사주면 안 되겠습니다. 겨울에 사용하기 안 좋을 것 같습니다. 사용할수록 계속 건조해지네요.,부정,5
입술은 건조하고 육아로 화장할 여유는 없고 해서 ㅇㅇㅇ 립밤 샀어요. 그냥 바르기는 불편하네요. 너무 건조해요.,부정,4
립밤은 이제품이 제일 나은듯합니다. 1호만 빼고 다 써봤는데 2호가 향이나 발림성이나 제형의 촉감이나 다 괜찮은거 같습니다. 근데 사진에는 증정용 핸드크림 준다고 해서 주문했는데 안 와서 속상합니다. 이번에도 또 같은 사은품이 와서 짜증나요. 차라리 사진을 변경하던지 화나요.,무반응,4
잘못 산 것 같습니다. 건조하고 무색이어서 아쉽습니다. 제품을 잘못 선택한 것 같네요.,부정,5
좋은향이 날 꺼라 기대했는데 향은 그닥 안 좋습니다. 제품 지속력이 떨어져요. 색깔도 별로에요. 보습력이 약해서 겨울에 바르기에는 적합하지 않아요. 발림성도 안 좋습니다.,부정,5
포장 감사해요. 그리고 향도 좋고 발림성도 좋고 색도 이쁘고 케이스도 이쁘고 너무 만족스럽습니다. 많이 파십시오.,긍정,5
"전에 OOO 써봤는데 좋아서 이번엔 OO으로 구매했는데, 이번 제품은 향이 강해서 별로네요. 약간 매트하게 발리고 건조하네요.",부정,4
립밤이 입술에서 안 맞으면 발라도 뜨는 느낌이 들고 보습도 잘 안되는데 이 립밤은 잘 발라지고 보습력도 정말 좋아요. 다 쓰고 재구매 해야겠어요.,긍정,5
"지난번 OOO와 OO 구입해서 언니 하나 줬는데 색상이 예쁘고 입술만 발라도 피부가 밝아 보였어요. 이번에 재구매 했는데, OOO 클렌징폼까지 사은품으로 주셔서 너무 좋았어요.",긍정,5
가격 대비 품질이 좋지 않습니다. 쿠폰 사용 못해서 비싸게 샀습니다. 촉촉하지도 않고 구성도 좋지 않아서 재구매는 없을 듯합니다.,부정,5
입술이 건조해서 구매했습니다. 발랐는데 촉촉하지 않네요. 겨울에는 립스틱 보다 립밤을 많이 사용하는데 색상도 안 예쁘고 건조해서 아쉽습니다.,부정,5
처음 사용해봤는데 다른 립밤보다 색상도 마음에 안 들고 건조해서 안 좋았습니다. 쓰자마자 사용을 안 하게 되는 제품은 이것이 처음이네요. 가격도 비싸지만 구매했는데 사은품도 없어서 기분이 안 좋습니다.,부정,5
림밤인데 촉촉하지 않습니다. 생각보다 색이 너무 연해서 아쉽네요. 색이 더 진하게 나왔으면 좋겠습니다.,부정,5
"다른 립밤 제품에 비해 가격은 비싸지만, 안 움직이게 포장이 잘 되어 보내주셔서 좋았어요. 다만 제형이 약해서 쉽게 부러지네요.",부정,5
색 없는 립밤을 사고 싶었는데 무료배송 되는 게 이것 뿐이라 그냥 샀습니다. 냄새 최악입니다. 박하나 나프탈렌 냄새 같이 화한 냄새가 나요. 게다가 색깔은 너무 형광색이라 세련되어 보이지 않네요.,부정,3
제형이 쫀쫀해서 좋아요. 성분이 좋아서 마음에 듭니다. 다만 가격이 더 저렴하면 좋겠어요. 촉촉해지려면 많이 발라야 돼요. 그래도 만족합니다.,무반응,4
보습력이 뛰어나지 않아요. 은은하게 발색된다는 후기와 달리 발색력이 없어서 입술이 생기있어 보이지 않아요.,부정,4
윤기가 과하지 않게 적당하고 색상은 예쁜 오렌지레드인 것 같습니다. 발랐을 때 촉촉하면서 색상이 좋고 바르고 시간 지나도 예쁘게 착색되네요. 흔히 파데가 예쁘게 무너진다고 하는데 이 제품도 그런 것 같습니다. 소멸 순간까지 발색이 아름답네요. 많은 립밤들이 처음엔 촉촉하다가 시간 지나면 입술 벗겨지고 오히려 더 마르기도 하는데 이 제품은 시간이 지나도 촉촉함이 유지되네요. 립밤치고 가격은 있지만 가치 있는 상품입니다.,긍정,5
틴트식의 립밤을 찾고 있었는데 싼 가격에 잘 구매한 것 같습니다. 배송도 빨라요. 향은 약초향과 허브향인 듯하네요. 입술을 살짝 물들이고 자기 입술색 처럼 보이게 하는 정도고 집 앞 나갈 때 편하게 바를 수 있을 것 같아요.  2번 바르면 색이 사진처럼 보여요. 설명에서는 레드라고 했는데 상품에는 맑은 레드색이고 제 입술에는 발색이 핑크빛이네요. 발색한 사진이 잘 안보이지만 그냥 투명한 색깔 느낌으로 알아주세요.,긍정,4
저렴하게 잘 샀네요. 발색도 좋고 외출 시 편하게 바를 수 있어서 생기 있는 입술로 바뀝니다.,긍정,5
무색인 립밤을 사용하다가 매장에서 OOO 립밤을 구입해서 사용해 봤는데 괜찮더라고요. 그래서 꾸준히 사용하고 있습니다. 립스틱이나 립글로스를 따로 사용하지 않아도 자연스럽고 화사하게 발색됩니다. 입술을 촉촉하게 보호해 주어서 건조한 계절에 사용하기 딱 좋습니다. 온 가족이 편하게 사용하기 좋은 제품입니다. 색상도 좋습니다. 분홍빛이 예쁘게 발색되네요. 무엇보다 립스틱이나 립글로스와는 다르게 바른 듯 안 바른 듯 자연스럽게 표현을 해주어서 만족합니다.,긍정,5
안 좋습니다. 맘에 안 들어요. 재구매 의사 없어요. 케이스도 안 이쁘고 향도 강해서 별로에요. 배송은 깔끔하게 왔네요.,부정,5
좋네요. 맘에 쏙 들어요. 컬러도 예뻐서 재구매 의사 있어요. 케이스도 이쁘고 향도 무난해서 좋습니다. 배송도 깔끔하게 잘 왔어요.,긍정,5
쌩얼일 때 이거 하나만 발라도 은은한 발색이 되네요. 휴대하기 간편해서 좋고 데일리로 바르기도 좋습니다.,긍정,5
촉촉하고 끈적이지 않으며 발색도 자연스러워 몇년 째 꾸준히 사용하고 있습니다. 부담스럽지 않은 광택이고 보습력 좋습니다.,긍정,5
색상이 좋지 않습니다. 촉촉하지 않고 립밤 같은 사용감이 아니어서 아쉽습니다. 다른 브랜드처럼 핑크색이 진하지 않아서 아쉽습니다.,부정,5
향이 좋다는 후기가 많던데 생각보다 향이 역하네요. 잘 발리지도 않고 입술이 생기있어 보이지 않아요.,부정,5
매년 립밤을 가족수대로 구매하고 있어요. 그래서 올해에는 이 제품으로 가족수대로 구매해 봤습니다. 그런데 생각보다 입술이 촉촉한 느낌이 없네요. 후기에는 은은하게 발색된다고 하던데 얼굴이 생기 있어 보이지도 않습니다. 촉촉하지도 않고 부드럽지도 않고 트고 거친 입술이 좋아지는 효과가 없어요. 여러 개 주문했는데 샘플 하나도 없네요. 재구매는 안 할 거 같습니다.,부정,5
작년에 대형 마트에서 구입해서 가족 모두가 사용해본 제품인데 모두 마음에 들어했습니다. 이번에는 온라인에서 구매했습니다. 색상이 예뻐 자연스럽게 발색이 되고 입술이 생기 있어 보여서 다른 제품보다 더 사용하게 됩니다. 진한 색상보다 자연스러운 게 이제는 좋은 것 같습니다. 아이들이 사용하기에도 튀지 않는 색이어서 좋아합니다. 촉촉하고 발림이 부드럽고 입술에 뭉침이 없어서 좋습니다. 보습력도 좋은 것 같네요.,긍정,5
입술이 촉촉합니다. 색은 오래 지속되진 않지만 립밤이니 이해합니다. 옅은 핑크 빛 돌아서 만족합니다.,무반응,5
3가지 종류를 다 구입했는데 ooo가 제일 좋습니다. 은은한 빨강이라 립스틱처럼 진하지 않아 좋고 생기만 돌만큼 발색이 되어 마음에 듭니다. 그리고 립밤이니 색이 오래 지속되진 않습니다. 립밤 브랜드도 많이 써봤는데 전 이 제품이 좋습니다. 다른 립밤은 안 써도 될 것 같습니다.,무반응,4
가격도 만족스럽고 향도 좋고 발림성과 지속력도 좋네요. 무색 무광택으로 주문해서 입술이 건조할 때 바르려고 신랑 것도 주문했어요. 나쁜 성분 없는 립밤 제품을 찾다가 이 브랜드가 좋다고 해서 구매했습니다. 써보니 성분이 정말 좋네요.,긍정,5
비싸게 주고 산 것 같네요. 샘플도 안 와서 아쉽습니다. 제품 사용해봤는데 향이 너무 진해서 마음에 안 들어요.,부정,5
매장에서 구입하다가 처음으로 인터넷에서 주문했어요. 촉촉함은 괜찮은데 지속력은 오래 가지 않아 수시로 바르고 있어요. 발색은 너무 옅어서 바른 티가 안 나서 아쉽네요.,무반응,5
잘 쓰고 있습니다. 다른 브랜드 제품도 다 써봤는데 이 제품이 제일 좋은 것 같습니다. 립밤1호는 제형이 쫀쫀하고 무색이고 무향입니다. 립밤2호는 색깔이 있는 대신 보습력이 떨어집니다.,무반응,5
배송도 느리고 비싼 금액에 사서 아쉽습니다. 촉촉하지도 않아서 아쉽네요. 재구매는 없을 듯합니다.,부정,5
처음 구매했습니다. 친구 선물로 주려고 무향 제품으로 샀습니다. 친구가 사용하더니 발림성이 좋지 않다고 하네요. 건조함이 사라지지 않는다고 합니다.,부정,5
립밤1호와 2호 구매했는데요. 사선으로 컷팅되어 있네요. 바를때 좀 뻑뻑해요. 향도 좀 별로예요. 다시 구매할지는 더 써봐야 알 것 같아요.,부정,5
토너 패키지와 립밤 함께 주문했어요. 립밤부터 발라봤는데 촉촉하고 색깔도 예뻐요. 행사 가격으로 저렴하게 구입했는데 립밤 몇 개 더 사둬야겠어요.,긍정,5
연예인이 드라마에서 사용하는 모습을 보고 색깔이 예뻐 보여서 구매했습니다. 하지만 사용해보니 바르고 촉촉하지도 않고 색도 너무 연해서 마음에 안 듭니다.,부정,4
부드럽게 발리고 은은한 향에 색상도 예쁘고 발색도 좋습니다. 다른 색도 구매하려고 했는데 품절입니다. 다른 사이트에서 구매하면 배송비도 없고 색상도 다 있습니다. 샘플도 주니 확인하고 구매하면 좋을 것 같습니다.,긍정,3
좋다는 리뷰를 봐서 사봤는데 글쎄 잘 모르겠습니다. 입술에 잘 안 발리는 느낌입니다. 아무리 덧발라도 들뜨는 느낌이 있습니다.,부정,3
입술이 많이 건조한 편은 아니에요. 그래서인지 부드럽게 잘 발리고 깔끔하게 흡수되어서 좋았어요. 은은하게 코랄빛으로 발색되어서 마음에 듭니다. 자연스럽고 예쁘게 발색되는 거 같아요. 세일할 때 저렴하게 사서 좋았어요.,긍정,5
광택만 도는 무색이라고 해서 남편 주려고 샀습니다. 남편이 입술이 잘 트는 편이라 조금 더 광택 돌고 촉촉한 사용감이 나을 거 같아서 구매했어요. 세일 기간이라 저렴하게 구입했고 써보고 효과가 좋으면 재구매하겠습니다.,긍정,5
양이 적어서 굉장히 빨리 쓰게 됩니다. 용량 대비 가격이 너무 높은 것 같아요. 향기는 보통의 화장품 향기입니다.,부정,5
핑크만 사용해 보다가 새로 나온 색상이라고 해서 구매했습니다. 립글로우라서 그런지 연하게 발색되는 점이 아쉬워요. 대신 촉촉해서 좋아요. 역시 OOO입니다.,무반응,5
ㅇㅇ 립밤은 다 사용하고 있습니다. 립밤 중에 ㅇㅇ올 립밤 이상으로 좋은 품질의 제품이 없는 것 같아요. 디자인도 예쁘고 발색도 은은하고 지속력 오래가고 칼러감 너무 예쁩니다. 계속 꾸준히 쓰게 되는 립밤입니다. 없으면 불안할 정도네요. 겨울뿐만 아니라 요즘같이 건조한 봄에도 꼭 필요한 필수템입니다.,긍정,5
핑크와 코랄 컬러를 사용하는데 이번에 로지우드 컬러를 주문했습니다. 색이 제 피부랑 잘 어울리지 않고 촉촉하지 않아서 아쉽네요.,부정,5
색상이 블링블링한 핑크라 이쁘네요. 한번만 쓰윽 발라도 발색 잘 돼서 예뻐요.,긍정,4
라즈베리 색상 구매했는데 아무것도 안 바르고 그냥 바르기 편하네요. 발색도 좋아요. 다만 저는 레드 느낌을 선호하는데 핑크빛으로 발색되는 건 좀 아쉬워요. 진짜 라즈베리 느낌으로 발색되어서 아쉽네요. 많이 바르면 뭉쳐서 입가가 지저분하게 보일 수 있으니 꼼꼼히 안쪽에만 발라주세요. 재구매는 안 할 거 같아요.,무반응,5
겨울에 사용하려고 구입했습니다. 그런데 색상이 겨울에 어울리는 색이 아니네요. 가격도 비싸요. 배송은 빠릅니다.,부정,5
처음 사용합니다. 바르면 번들거려서 안 좋습니다. 샘플로 보내준 향수 냄새 넘 안 좋아요.,부정,5
발색력은 좋은데 자주 발라줘야 해서 가성비는 살짝 떨어집니다.,무반응,4
정품 같지 않다는 댓글 많아서 반신반의하며 구입했어요. 백화점에서 산 것과 같은 제품인 듯한데 촉촉함은 좀 부족하고 오래 지속 되지 않아요.,부정,5
입술이 요즘 너무 말라서 구매했습니다. 발색은 적당한데 촉촉함이 오래가지 않아요. 건성 피부에는 촉촉함이 부족한 것 같아요.,부정,5
저렴하게 구입했고 발림성 향 모두 원래 쓰던 것이랑 같아서 좋습니다. 하지만 용기 뚜껑이 좀 바뀐것인지 별로에요. 스티커가 삐뚤하게 붙어 있고 원래 뚜껑자체에 번호 같은게 찍혀져 있었는데 없어요. 이미 샀으니까 믿고 쓸려고 합니다.,긍정,3
